step,reward,acc,fmt,len,clipped,mem,step_time,lr,ppl_abs_diff,ess,is_weight,clipped_frac,r_std,zero_std,grad,tr_ppl,ro_ppl,ent,ent_thr,soft_ol,clip_region
660,0.8765,0.6786,0.9978,1746,0,74.4,81.92,9.67e-06,0.09346,0.9634,0.9826,0.009269,0.3668,0,0.01241,2.072,1.818,0.5423,1.781,-0.008083,0
661,0.6212,0.4241,1,2809,0,74.69,87.53,9.67e-06,0.02836,0.987,0.9968,0.002185,0.3567,0,0.02081,1.399,1.362,0.2915,1.027,-0.01464,0
662,0.6621,0.4643,1,2882,0,74.69,72.66,9.67e-06,0.02988,0.9875,0.997,0.001885,0.401,0,0.01575,1.386,1.346,0.2838,0.8062,-0.01098,0
663,0.6583,0.4598,0.9955,2251,0,74.69,79.61,9.67e-06,0.07931,0.9796,0.9909,0.004551,0.3924,0,0.01564,2.051,1.42,0.3282,0.9574,-0.003326,0
664,0.5835,0.3839,0.9978,2672,0,74.69,61.41,9.67e-06,0.02893,0.9866,0.9976,0.001897,0.3872,0,0.01955,1.422,1.383,0.3066,0.9882,-0.0001003,0
665,0.7303,0.5312,0.9978,2298,0,74.69,62.56,9.67e-06,0.0411,0.9828,0.9936,0.002772,0.3929,0,0.01696,1.551,1.48,0.3725,0.5523,-0.002544,0
666,0.6549,0.4643,0.9911,2258,0.008929,74.69,103.9,9.67e-06,0.09628,0.9705,0.9838,0.007799,0.4168,0,0.01539,1.778,1.517,0.372,0.8714,-0.0382,0
667,0.7612,0.5759,0.9688,2502,0.03125,74.69,76.81,9.67e-06,0.05479,0.9792,0.9914,0.004643,0.4687,0,0.01489,1.64,1.496,0.351,0.8112,-0.04216,0
668,0.7826,0.5938,0.9888,2252,0.01339,74.69,99.25,9.67e-06,0.06475,0.9822,0.9934,0.003208,0.4359,0,0.01514,1.603,1.451,0.3442,0.7857,-0.04475,0
669,0.7265,0.5312,0.9955,2135,0.004464,74.69,71.31,9.67e-06,0.09503,0.9666,0.9823,0.008811,0.4472,0,0.01294,1.984,1.688,0.4471,0.7714,-0.01905,0
670,0.706,0.5134,0.9888,2346,0.008929,74.69,86.88,9.66e-06,0.07225,0.9758,0.9887,0.005527,0.4553,0,0.01795,1.735,1.562,0.4164,0.8337,-0.02557,0
671,0.6624,0.4688,0.9866,3317,0.01339,74.69,82,9.66e-06,0.02252,0.9873,0.9979,0.00172,0.4567,0,0.021,1.537,1.498,0.3783,0.8505,-0.01824,0
672,0.6676,0.4688,0.9978,2645,0,74.69,83.03,9.66e-06,0.04243,0.9855,0.9961,0.002205,0.4612,0,0.01628,1.545,1.466,0.366,0.8982,-0.003405,0
673,0.601,0.4018,1,2502,0,74.69,84.49,9.66e-06,0.05306,0.9812,0.9931,0.003631,0.4392,0,0.01738,1.658,1.549,0.4063,0.8594,-0.003911,0
674,0.6054,0.4062,1,2168,0,74.69,69.54,9.66e-06,0.07184,0.9745,0.9865,0.005926,0.3921,0,0.0173,1.687,1.517,0.3911,0.7787,-0.004194,0
675,0.8063,0.6071,1,1833,0,78.35,81.56,9.66e-06,0.08595,0.975,0.9879,0.005179,0.3727,0,0.02355,1.647,1.493,0.3824,0.84,-0.004028,0
676,0.7846,0.5848,1,1802,0,78.35,71.5,9.66e-06,0.1105,0.9689,0.9808,0.006968,0.4026,0,0.01435,1.804,1.545,0.4026,1.472,-0.001072,0
677,0.9054,0.7054,1,1841,0,78.35,63.28,9.66e-06,0.07359,0.9786,0.9922,0.004789,0.3564,0,0.01734,1.53,1.415,0.3366,0.8206,0,0
678,0.7304,0.5357,0.9955,2576,0.004464,78.35,97.63,9.66e-06,0.06182,0.9845,0.9936,0.002835,0.4192,0,0.01906,1.552,1.43,0.3136,0.6955,-0.02204,0
679,0.8105,0.6116,1,1792,0,78.35,71.1,9.66e-06,0.11,0.9654,0.9795,0.009681,0.3878,0,0.01339,1.895,1.594,0.4099,0.5623,-0.005351,0
680,0.9195,0.7232,0.9978,2894,0,78.35,90.82,9.65e-06,0.0211,0.9903,0.9988,0.0011,0.3322,0,0.01403,1.326,1.298,0.2482,0.4384,-0.01628,0
681,0.9373,0.7455,0.9866,2620,0.01339,78.35,90.47,9.65e-06,0.08312,0.9709,0.9836,0.007353,0.3598,0,0.01775,1.82,1.573,0.3999,0.558,-0.02778,0
682,0.7387,0.5402,1,2492,0,78.36,89.52,9.65e-06,0.09485,0.9685,0.9811,0.008675,0.3303,0,0.01789,1.872,1.593,0.4195,0.5175,-0.007531,0
683,0.9406,0.7589,0.9866,2848,0.01339,65.56,109.4,9.65e-06,0.02676,0.9884,0.9986,0.0015,0.3309,0,0.02271,1.4,1.364,0.2916,0.6848,-0.07821,0
684,0.949,0.7545,0.9955,2586,0.004464,65.56,87.42,9.65e-06,0.03085,0.9877,0.998,0.001435,0.3654,0,0.01957,1.485,1.444,0.3367,0.719,-0.02298,0
685,0.8827,0.6964,0.9777,2829,0.02232,65.56,109.1,9.65e-06,0.03179,0.9865,0.9965,0.001977,0.3444,0,0.018,1.422,1.379,0.3072,0.4692,-0.04615,0
686,0.857,0.6652,0.9888,2932,0.008929,69.03,114.5,9.65e-06,0.03077,0.9852,0.9967,0.002175,0.2903,0,0.02349,1.47,1.427,0.343,0.5475,-0.02979,0
687,0.7954,0.6027,0.9911,2423,0.008929,69.03,115.8,9.65e-06,0.06437,0.9766,0.9908,0.005129,0.3901,0,0.01513,1.622,1.502,0.375,0.7369,-0.02727,0
688,0.6175,0.4509,0.9464,3988,0.04911,84.87,120.9,9.65e-06,0.02384,0.988,0.9979,0.0017,0.3922,0,0.02035,1.514,1.475,0.3645,0.6659,-0.1134,0
689,0.8345,0.6473,0.9866,2722,0.01339,84.87,94.34,9.65e-06,0.06306,0.9783,0.9907,0.005121,0.2955,0,0.01724,1.621,1.479,0.3492,1.287,-0.05049,0
690,0.8012,0.6161,0.9777,3915,0.02232,84.87,107.2,9.64e-06,0.03853,0.9848,0.9954,0.002689,0.2982,0,0.02176,1.618,1.518,0.3798,0.7715,-0.05208,0
691,0.7767,0.6027,0.9665,3620,0.03125,84.87,113.2,9.64e-06,0.04875,0.9803,0.9916,0.004384,0.3603,0,0.02277,1.645,1.526,0.3897,1.279,-0.09651,0
692,0.6541,0.4687,0.9844,3001,0.01339,84.87,80.69,9.64e-06,0.03025,0.9882,0.9966,0.001542,0.355,0,0.01718,1.375,1.336,0.2706,0.8299,-0.05739,0
693,0.6733,0.4955,0.9598,2996,0.04018,84.87,83.28,9.64e-06,0.05659,0.978,0.9911,0.004839,0.4093,0,0.01632,1.598,1.47,0.3543,0.8017,-0.07086,0
694,0.6429,0.4777,0.9442,3611,0.05804,84.87,115.6,9.64e-06,0.06897,0.9728,0.9853,0.007372,0.3972,0,0.02055,1.778,1.584,0.4282,0.9297,-0.118,0
695,0.5993,0.4196,0.9732,3103,0.02679,84.87,83.13,9.64e-06,0.03266,0.9877,0.9967,0.001967,0.3976,0,0.01614,1.354,1.312,0.2579,0.9219,-0.07487,0
696,0.5553,0.375,0.9821,3321,0.01786,84.87,82.26,9.64e-06,0.0296,0.9874,0.9974,0.001724,0.3788,0,0.01576,1.435,1.395,0.3145,0.7466,-0.08043,0
697,0.701,0.5223,0.9688,3562,0.03125,84.88,106.2,9.64e-06,0.02537,0.9881,0.9976,0.001821,0.4032,0,0.01824,1.451,1.415,0.3232,1.027,-0.07555,0
698,0.7829,0.6161,0.9375,2970,0.0625,84.88,108.6,9.64e-06,0.04919,0.9835,0.9934,0.003458,0.3842,0,0.0179,1.489,1.38,0.2929,0.7843,-0.1033,0
699,0.6863,0.5179,0.9397,3014,0.0625,84.88,77.91,9.64e-06,0.04749,0.9856,0.9949,0.002543,0.3706,0,0.02145,1.507,1.412,0.3165,0.7868,-0.09768,0
700,0.665,0.5045,0.9241,3096,0.07589,84.88,115.4,9.63e-06,0.05408,0.982,0.9917,0.003221,0.4219,0,0.02257,1.533,1.422,0.3372,0.7116,-0.1216,0
701,0.7705,0.6205,0.8906,3752,0.1116,84.88,113.1,9.63e-06,0.05457,0.9817,0.9913,0.004127,0.4504,0,0.02082,1.567,1.43,0.3246,0.6787,-0.1408,0
702,0.7786,0.6161,0.9286,3216,0.07143,84.88,108.5,9.63e-06,0.04677,0.9823,0.9923,0.003374,0.473,0,0.02232,1.515,1.422,0.331,0.6793,-0.1159,0
703,0.6933,0.5313,0.9375,3855,0.0625,84.88,110.4,9.63e-06,0.05311,0.9797,0.9905,0.004174,0.4289,0,0.01913,1.784,1.626,0.4375,0.8179,-0.1273,0
704,0.5859,0.4241,0.9509,4280,0.04911,84.88,124.7,9.63e-06,0.03673,0.9839,0.9945,0.002727,0.4545,0,0.01991,1.598,1.515,0.3817,0.7812,-0.1418,0
705,0.5685,0.4062,0.933,3974,0.06696,84.88,109.2,9.63e-06,0.03474,0.9854,0.9952,0.002391,0.4749,0,0.02229,1.568,1.504,0.381,0.8194,-0.122,0
706,0.6252,0.4688,0.933,4357,0.06696,84.93,112.6,9.63e-06,0.04706,0.9829,0.9927,0.003301,0.3895,0,0.02147,1.656,1.547,0.4026,0.8312,-0.1508,0
707,0.6896,0.5045,0.9866,3441,0.01339,84.93,107.4,9.63e-06,0.09236,0.9726,0.9821,0.006757,0.4364,0,0.02157,1.758,1.537,0.4022,1.421,-0.06098,0
708,0.8117,0.6339,0.9821,3844,0.01786,84.41,114.6,9.63e-06,0.03713,0.9849,0.9947,0.002521,0.4071,0,0.01987,1.526,1.466,0.3574,0.9164,-0.09311,0
709,0.6661,0.5045,0.9464,4337,0.05357,84.41,92.44,9.63e-06,0.02413,0.9882,0.9981,0.001499,0.4137,0,0.01979,1.509,1.475,0.3587,0.8604,-0.1382,0
710,0.7749,0.6071,0.9464,3823,0.05804,84.41,110.3,9.62e-06,0.02819,0.9882,0.997,0.001617,0.3862,0,0.02114,1.41,1.372,0.2967,0.9457,-0.1078,0
711,0.821,0.6295,0.9866,3107,0.01339,84.41,92.81,9.62e-06,0.03721,0.9856,0.9964,0.002136,0.3447,0,0.02416,1.518,1.44,0.3421,0.8438,-0.02903,0
712,0.9022,0.7366,0.9375,2998,0.0625,84.41,105.5,9.62e-06,0.08783,0.9701,0.9815,0.007599,0.39,0,0.01826,1.769,1.515,0.3711,0.8236,-0.1097,0
713,0.8014,0.6071,0.9955,2336,0.004464,84.41,87.73,9.62e-06,0.03983,0.9866,0.9953,0.002042,0.3579,0,0.01863,1.339,1.284,0.2396,0.8434,-0.02406,0
714,0.8055,0.6116,0.9911,2783,0.008929,84.41,92.51,9.62e-06,0.03387,0.9867,0.9964,0.001752,0.4343,0,0.02052,1.472,1.421,0.3241,0.8253,-0.02182,0
715,0.9678,0.7812,0.9777,2609,0.02232,84.41,101.3,9.62e-06,0.03226,0.9877,0.9976,0.001561,0.3461,0,0.0188,1.372,1.331,0.2678,0.7575,-0.04474,0
716,0.9176,0.7634,0.9219,3245,0.07589,84.41,107.9,9.62e-06,0.02666,0.9885,0.998,0.001511,0.3833,0,0.02011,1.384,1.348,0.2814,0.7588,-0.1508,0
717,0.842,0.6652,0.9665,3534,0.03571,84.41,100.8,9.62e-06,0.05183,0.9806,0.9906,0.004006,0.4349,0,0.01813,1.614,1.482,0.3649,0.7677,-0.0825,0
718,0.7754,0.5938,0.9732,3063,0.02679,84.41,124.7,9.62e-06,0.03283,0.987,0.9971,0.001806,0.3515,0,0.01897,1.437,1.393,0.314,0.5773,-0.0649,0
719,0.7612,0.5714,0.9866,3227,0.01339,85.29,99.27,9.61e-06,0.09493,0.9675,0.9772,0.008525,0.2685,0,0.01926,1.921,1.613,0.4358,0.7856,-0.03793,0
720,0.6507,0.4598,0.9955,3019,0.004464,85.29,102.4,9.61e-06,0.07979,0.9721,0.9822,0.00716,0.2932,0,0.02852,1.81,1.584,0.4267,0.5018,-0.04115,0
721,0.7069,0.5179,0.9821,2898,0.01786,85.29,113.7,9.61e-06,0.09354,0.9679,0.9814,0.008647,0.3372,0,0.0324,1.921,1.649,0.4583,0.4849,-0.037,0
722,0.6325,0.4643,0.9397,3872,0.05804,85.29,116.2,9.61e-06,0.02367,0.9867,0.9974,0.001977,0.3451,0,0.02068,1.514,1.479,0.3757,0.7532,-0.0988,0
723,0.6938,0.5357,0.9353,3922,0.0625,85.29,112.7,9.61e-06,0.02431,0.9882,0.9981,0.001747,0.3522,0,0.02129,1.497,1.462,0.3586,0.7651,-0.1446,0
724,0.7575,0.5714,0.9821,3334,0.01786,85.29,107.7,9.61e-06,0.05421,0.9801,0.9904,0.004381,0.2927,0,0.01415,1.612,1.48,0.3596,1.292,-0.05171,0
725,0.8447,0.6875,0.9196,3595,0.08036,85.29,117.8,9.61e-06,0.0472,0.9815,0.9924,0.003982,0.3476,0,0.02636,1.586,1.474,0.3617,1.261,-0.1336,0
726,0.6498,0.4687,0.9665,3155,0.03125,85.29,70.17,9.61e-06,0.04929,0.9796,0.9902,0.005159,0.3353,0,0.01472,1.603,1.463,0.3378,0.5186,-0.06124,0
727,0.6247,0.4598,0.9464,4003,0.05357,85.29,97.6,9.61e-06,0.02305,0.9885,0.9972,0.001926,0.3601,0,0.01812,1.372,1.341,0.2803,0.8876,-0.1222,0
728,0.677,0.5134,0.9554,4808,0.04464,85.29,127,9.6e-06,0.01814,0.9879,0.9971,0.00183,0.423,0,0.02151,1.486,1.459,0.3631,0.9164,-0.1371,0
729,0.6229,0.4554,0.9509,3970,0.04911,85.29,86.23,9.6e-06,0.02334,0.9885,0.9976,0.001758,0.4498,0,0.02153,1.444,1.411,0.3365,0.7231,-0.1133,0
730,0.5112,0.3348,0.9643,3943,0.03571,85.29,92.28,9.6e-06,0.02665,0.987,0.9968,0.002212,0.3683,0,0.01786,1.433,1.386,0.3138,0.8842,-0.08225,0
731,0.6334,0.4598,0.9643,3553,0.03571,85.29,86.13,9.6e-06,0.05509,0.9773,0.9884,0.004713,0.3336,0,0.01909,1.781,1.627,0.4597,1.147,-0.09616,0
732,0.8328,0.6473,0.9866,3451,0.01339,85.29,75.9,9.6e-06,0.02324,0.9894,0.998,0.001395,0.3546,0,0.02424,1.399,1.367,0.3033,0.8624,-0.05909,0
733,0.835,0.6875,0.8973,3515,0.1027,85.29,86.44,9.6e-06,0.03756,0.9862,0.9946,0.00234,0.4553,0,0.01799,1.499,1.428,0.344,0.7051,-0.1597,0
734,0.8948,0.7232,0.9509,3406,0.04911,85.29,108.7,9.6e-06,0.03441,0.9859,0.9954,0.002381,0.4358,0,0.02226,1.495,1.433,0.3492,0.8537,-0.09291,0
735,0.8155,0.6473,0.9375,3755,0.0625,85.29,106.5,9.6e-06,0.03366,0.9871,0.9959,0.00254,0.2907,0,0.01517,1.449,1.373,0.2956,0.5397,-0.0965,0
736,0.7556,0.6071,0.8884,3396,0.1116,85.29,87.61,9.6e-06,0.0702,0.977,0.9865,0.005451,0.4496,0,0.01719,1.733,1.533,0.3957,0.7385,-0.1459,0
737,0.8028,0.6384,0.9375,3627,0.0625,85.29,81.73,9.6e-06,0.05614,0.9796,0.9885,0.004734,0.4051,0,0.0176,1.72,1.56,0.4145,1.311,-0.1155,0
738,0.8354,0.6562,0.9754,3847,0.02679,85.29,116.7,9.59e-06,0.02612,0.9857,0.9964,0.002305,0.4114,0,0.01799,1.575,1.533,0.4133,0.4993,-0.07963,0
739,0.9235,0.7455,0.9754,3863,0.02232,81.89,90.3,9.59e-06,0.02147,0.9885,0.9983,0.001713,0.353,0,0.02084,1.47,1.44,0.35,1.079,-0.08581,0
740,0.7325,0.5536,0.9866,4173,0.01339,81.89,113,9.59e-06,0.0243,0.9865,0.9972,0.00215,0.3631,0,0.01751,1.556,1.521,0.4046,1.148,-0.09173,0
741,0.6795,0.4955,0.9911,3962,0.008929,81.89,112.1,9.59e-06,0.07661,0.9704,0.9826,0.007602,0.3809,0,0.01995,1.962,1.733,0.5171,1.186,-0.07111,0
742,0.6816,0.4911,0.9955,3758,0.004464,81.89,102.9,9.59e-06,0.03418,0.9858,0.9957,0.002344,0.3302,0,0.02314,1.601,1.548,0.4181,1.111,-0.04284,0
743,0.848,0.6741,0.9576,3641,0.04018,85.55,114.1,9.59e-06,0.02555,0.9873,0.9974,0.001865,0.3762,0,0.01875,1.542,1.496,0.3839,1.076,-0.08818,0
744,1.019,0.8259,0.9955,3089,0,85.55,101.6,9.59e-06,0.02757,0.9885,0.9979,0.001462,0.2813,0,0.01469,1.508,1.463,0.3631,1.131,-0.03167,0
745,1.013,0.8214,0.9933,2949,0.008929,85.55,112.7,9.59e-06,0.03499,0.9864,0.9966,0.001945,0.3113,0,0.01942,1.451,1.4,0.3335,1.046,-0.03714,0
746,0.8653,0.6696,0.9955,2647,0,85.55,97.86,9.59e-06,0.03096,0.9857,0.9964,0.002188,0.3107,0,0.01482,1.509,1.463,0.368,1.008,-0.01746,0
747,0.9388,0.7455,0.9933,2750,0.004464,85.55,99.3,9.58e-06,0.05726,0.9794,0.9891,0.004672,0.3626,0,0.02448,1.683,1.545,0.4061,0.9019,-0.02716,0
748,0.9849,0.7902,1,2909,0,85.55,92.34,9.58e-06,0.02536,0.9874,0.9985,0.001827,0.3953,0,0.01912,1.532,1.495,0.3878,0.9235,-0.02654,0
749,0.8571,0.6696,0.9911,3875,0.008929,85.55,110.6,9.58e-06,0.0241,0.9868,0.9973,0.00156,0.4161,0,0.01909,1.695,1.643,0.4795,0.9269,-0.05379,0
750,0.9682,0.7723,1,2874,0,85.55,97,9.58e-06,0.03457,0.9879,0.997,0.001412,0.3016,0,0.01451,1.537,1.491,0.3837,0.7585,-0.02047,0
751,0.9389,0.7455,0.9866,2579,0.008929,85.55,94,9.58e-06,0.05802,0.9832,0.9942,0.002848,0.383,0,0.01829,1.623,1.532,0.4178,0.5704,-0.01993,0
752,0.6199,0.4286,0.9888,3583,0.008929,85.55,104.3,9.58e-06,0.02547,0.988,0.9977,0.001468,0.3229,0,0.0215,1.54,1.502,0.4005,0.6966,-0.03216,0
753,0.9197,0.7277,0.9911,2787,0.008929,85.55,104,9.58e-06,0.03796,0.986,0.9967,0.002361,0.3398,0,0.01579,1.502,1.448,0.3699,0.5933,-0.03076,0
754,0.8083,0.6116,1,3243,0,85.55,104.3,9.58e-06,0.02301,0.9883,0.998,0.001247,0.2445,0,0.02216,1.5,1.467,0.3745,0.7978,-0.01656,0
755,0.6811,0.4911,0.9866,2933,0.01339,85.55,98.75,9.58e-06,0.06664,0.9691,0.9854,0.007917,0.3244,0,0.01611,1.954,1.76,0.5226,1.902,-0.03649,0
756,0.7912,0.5982,0.9933,2613,0.004464,85.55,94.93,9.57e-06,0.05063,0.9768,0.9919,0.005274,0.2829,0,0.01251,1.677,1.553,0.4081,1.411,-0.02844,0
757,0.8452,0.6518,0.9955,2942,0,85.55,98.57,9.57e-06,0.06978,0.9704,0.9849,0.006986,0.3219,0,0.0164,1.857,1.654,0.465,1.88,-0.02867,0
758,0.7963,0.6027,0.9911,2878,0.004464,85.55,99.98,9.57e-06,0.03136,0.984,0.9964,0.002708,0.4124,0,0.01911,1.616,1.56,0.4107,1.083,-0.02296,0
759,0.734,0.5357,1,2442,0,85.55,66.25,9.57e-06,0.06833,0.9688,0.9857,0.007817,0.3857,0,0.02,1.876,1.665,0.4562,1.605,-0.008543,0
760,0.7709,0.5759,0.9955,2935,0.004464,85.55,82.45,9.57e-06,0.067,0.9703,0.9843,0.007304,0.3696,0,0.02086,1.77,1.598,0.4483,0.7457,-0.02036,0
761,0.6886,0.4955,0.9933,3222,0.004464,85.55,92.4,9.57e-06,0.02419,0.9849,0.9974,0.002626,0.3744,0,0.02028,1.399,1.367,0.302,1.027,-0.02786,0
762,0.6388,0.442,0.9955,2629,0.004464,85.55,98.94,9.57e-06,0.04399,0.9798,0.9939,0.004282,0.408,0,0.01641,1.576,1.487,0.3714,0.8225,-0.01119,0
763,0.7538,0.5625,0.9911,2721,0.008929,85.55,105.1,9.57e-06,0.03769,0.9828,0.9953,0.002886,0.3828,0,0.01815,1.491,1.427,0.342,0.926,-0.03482,0
764,0.9479,0.7545,0.9955,2719,0.004464,85.55,72.97,9.57e-06,0.04805,0.9799,0.9955,0.004199,0.383,0,0.02283,1.591,1.493,0.3715,0.7801,-0.02823,0
765,0.8091,0.6161,0.9888,2784,0.008929,85.55,91.66,9.56e-06,0.03425,0.9821,0.9956,0.00305,0.4589,0,0.01871,1.555,1.486,0.372,0.8944,-0.02362,0
766,0.7742,0.5804,1,2846,0,85.55,104,9.56e-06,0.063,0.9744,0.9896,0.005521,0.398,0,0.01926,1.82,1.646,0.4613,0.8097,-0.03075,0
767,0.8137,0.6205,0.9911,2862,0.008929,85.55,104.3,9.56e-06,0.04189,0.9801,0.9942,0.00365,0.4616,0,0.01989,1.604,1.509,0.386,0.7651,-0.02506,0
768,0.7512,0.558,0.9866,3197,0.01339,85.55,89.88,9.56e-06,0.02955,0.9818,0.997,0.003007,0.429,0,0.02102,1.625,1.578,0.4399,0.9728,-0.02085,0
769,0.6858,0.4911,0.9955,3214,0.004464,85.55,110.3,9.56e-06,0.02707,0.9799,0.9967,0.003521,0.4281,0,0.02052,1.66,1.611,0.4618,0.9895,-0.02172,0
770,0.6632,0.4643,1,3149,0,85.55,92.25,9.56e-06,0.03229,0.9801,0.995,0.003635,0.4176,0,0.01993,1.705,1.642,0.4715,1.017,-0.005382,0
771,0.665,0.4688,1,2827,0,85.55,78.06,9.56e-06,0.04149,0.9785,0.9942,0.003985,0.3832,0,0.0196,1.74,1.648,0.4612,0.9576,-0.0185,0
772,0.716,0.5179,1,3116,0,84.94,97.02,9.56e-06,0.03211,0.9779,0.9956,0.004276,0.4317,0,0.02037,1.591,1.542,0.4191,1.217,-0.00912,0
773,0.8026,0.6027,1,2383,0,84.94,91.09,9.56e-06,0.04474,0.975,0.9942,0.004855,0.4292,0,0.01637,1.628,1.561,0.428,1.2,-0.0002071,0
774,0.9542,0.7545,1,2085,0,84.94,76.71,9.55e-06,0.03625,0.977,0.9953,0.004681,0.4009,0,0.0178,1.529,1.476,0.38,1.113,-0.001114,0
775,0.9517,0.7545,1,2582,0,84.94,107.6,9.55e-06,0.03506,0.98,0.9956,0.004142,0.3404,0,0.02507,1.427,1.378,0.3118,1.09,-0.01379,0
776,1.017,0.817,1,1837,0,84.94,74.08,9.55e-06,0.04647,0.9782,0.9948,0.004736,0.3511,0,0.02111,1.44,1.377,0.3056,1.031,0,0
777,1.017,0.817,1,2430,0,84.94,82.7,9.55e-06,0.04349,0.9732,0.9924,0.005649,0.3517,0,0.01975,1.603,1.536,0.4172,1.165,-0.000558,0
778,0.896,0.6964,1,2169,0,84.94,108.8,9.55e-06,0.03719,0.9789,0.9969,0.003677,0.3617,0,0.01831,1.589,1.53,0.3944,0.4488,-0.002352,0
779,0.9672,0.7679,1,1969,0,84.94,85.12,9.55e-06,0.03736,0.9809,0.9958,0.003088,0.3101,0,0.01763,1.472,1.419,0.3342,0.7968,-0.003154,0
780,0.8503,0.6518,1,2675,0,84.94,87.29,9.55e-06,0.03058,0.9806,0.9966,0.00314,0.4101,0,0.02272,1.555,1.507,0.3959,0.9125,-0.007486,0
781,0.9188,0.7188,1,1516,0,84.94,56.05,9.55e-06,0.07496,0.9722,0.9877,0.006149,0.3864,0,0.01847,1.686,1.531,0.4111,0.5656,0,0
782,0.7958,0.5982,1,3051,0,84.94,117,9.55e-06,0.03058,0.9792,0.9956,0.003173,0.4213,0,0.02442,1.715,1.663,0.4812,0.9043,-0.0123,0
783,0.819,0.6205,0.9978,2122,0,84.94,93.18,9.54e-06,0.05514,0.9724,0.9908,0.006342,0.2889,0,0.01737,1.695,1.571,0.4224,1.401,-0.005242,0
784,0.8196,0.6205,0.9978,2073,0,84.94,89.29,9.54e-06,0.07069,0.9659,0.9859,0.008378,0.3267,0,0.01757,1.926,1.728,0.4982,1.967,-0.002326,0
785,0.7933,0.5938,0.9978,1701,0,84.94,66.46,9.54e-06,0.04543,0.9766,0.9955,0.004689,0.3677,0,0.01719,1.565,1.496,0.3836,0.8006,0,0
786,0.8562,0.6562,1,1910,0,84.94,74.39,9.54e-06,0.08022,0.9627,0.9833,0.008794,0.3591,0,0.01753,1.93,1.728,0.511,1.867,-4.142e-05,0
787,0.8283,0.6295,1,2253,0,84.94,85.61,9.54e-06,0.05615,0.9732,0.9898,0.006719,0.3673,0,0.01707,1.618,1.49,0.3656,1.266,-0.005951,0
788,0.6731,0.4732,1,2193,0,84.94,56.85,9.54e-06,0.04183,0.9821,0.9945,0.003707,0.3977,0,0.01854,1.391,1.336,0.2789,0.8226,-0.0006692,0
789,0.8295,0.6295,1,2076,0,84.94,83.21,9.54e-06,0.04207,0.9783,0.9946,0.004197,0.4039,0,0.02476,1.587,1.522,0.4023,0.7753,0,0
790,0.6949,0.4955,1,2638,0,84.94,84.16,9.54e-06,0.03045,0.985,0.9969,0.00267,0.3964,0,0.01826,1.386,1.346,0.2839,1.025,-0.002973,0
791,0.7665,0.567,1,2237,0,84.94,93.42,9.53e-06,0.05839,0.9827,0.9923,0.003111,0.4265,0,0.01854,1.413,1.33,0.2785,0.812,-0.00225,0
792,0.7383,0.5446,1,2918,0,84.94,84.46,9.53e-06,0.03945,0.9828,0.9959,0.002888,0.3743,0,0.02163,1.568,1.497,0.3786,0.801,-0.03179,0
793,0.7785,0.5848,0.9911,2680,0.008929,84.94,99.3,9.53e-06,0.06025,0.9775,0.9876,0.004506,0.4299,0,0.02578,1.623,1.491,0.3807,0.7506,-0.02257,0
794,0.8907,0.692,1,2469,0,84.94,71.33,9.53e-06,0.06295,0.9751,0.9903,0.005457,0.4115,0,0.02185,1.845,1.674,0.4567,0.7153,-0.006435,0
795,0.8411,0.6429,1,2457,0,84.94,87.2,9.53e-06,0.05526,0.9804,0.9917,0.00405,0.439,0,0.01944,1.616,1.482,0.359,0.7921,-0.008765,0
796,0.8043,0.6071,0.9955,2348,0.004464,84.94,68.11,9.53e-06,0.04093,0.9848,0.9962,0.002779,0.3675,0,0.01855,1.473,1.395,0.3065,0.6586,-0.009504,0
797,0.7391,0.5402,1,2772,0,84.94,76.73,9.53e-06,0.04032,0.9793,0.9943,0.004021,0.3505,0,0.01977,1.735,1.649,0.4812,0.939,-0.005406,0
798,0.7975,0.5982,0.9978,2017,0,84.94,56.98,9.53e-06,0.05635,0.9816,0.9928,0.003488,0.3526,0,0.03131,1.595,1.488,0.3598,1.018,-0.00133,0
799,0.7384,0.5402,0.9978,2902,0,84.94,106.4,9.53e-06,0.04179,0.9778,0.9925,0.004461,0.4428,0,0.03139,1.676,1.589,0.4364,0.8908,-0.006814,0
800,0.7214,0.5223,0.9978,2425,0,84.94,85.8,9.52e-06,0.06424,0.9729,0.9878,0.0064,0.3966,0,0.01719,1.724,1.594,0.4531,0.8572,-0.002483,0
801,0.825,0.625,1,1976,0,84.94,75.57,9.52e-06,0.06696,0.9759,0.9887,0.005394,0.3969,0,0.01795,1.718,1.596,0.3951,1.152,0,0
802,0.7223,0.5223,1,2059,0,84.94,69.63,9.52e-06,0.07816,0.9722,0.9878,0.005831,0.4362,0,0.01699,2.065,1.887,0.5221,1.405,0,0
803,0.6688,0.4688,1,2406,0,84.94,72.07,9.52e-06,0.07789,0.9708,0.9855,0.00667,0.4629,0,0.01789,1.819,1.67,0.5,0.974,0,0
804,0.642,0.442,1,2137,0,84.94,72.1,9.52e-06,0.0857,0.9699,0.9855,0.007322,0.4436,0,0.01497,1.928,1.726,0.4923,1.471,0,0
805,0.7769,0.5804,0.9933,3182,0.004464,84.94,108.8,9.52e-06,0.01862,0.9891,0.9985,0.001419,0.4494,0,0.01795,1.371,1.346,0.2861,0.5604,-0.01038,0
