step,reward,acc,fmt,len,clipped,mem,step_time,lr,ppl_abs_diff,ess,is_weight,clipped_frac,r_std,zero_std,grad,tr_ppl,ro_ppl,ent,ent_thr,soft_ol,clip_region
1073,0.7044,0.5045,1,2395,0,81.34,76.14,9.16e-06,0.08368,0.9712,0.9806,0.007332,0.4163,0,0.0175,1.642,1.449,0.3524,0.7399,-0.0003052,0
1074,0.7534,0.5536,1,2609,0,81.34,72.63,9.15e-06,0.06201,0.9769,0.9882,0.005322,0.4179,0,0.01707,1.639,1.489,0.3776,0.6741,-0.001035,0
1075,0.9009,0.7009,1,2220,0,81.34,72.53,9.15e-06,0.04606,0.9806,0.993,0.003673,0.4401,0,0.01465,1.525,1.452,0.3552,0.5732,0,0
1076,0.9009,0.7009,1,2666,0,81.34,77.67,9.15e-06,0.02819,0.9844,0.9964,0.002649,0.4198,0,0.02103,1.489,1.444,0.3488,0.6005,0,0
1077,0.8518,0.6518,1,2499,0,81.34,82.04,9.15e-06,0.06013,0.9742,0.9877,0.006356,0.354,0,0.02782,1.696,1.538,0.4008,0.592,-0.0001221,0
1078,0.7446,0.5446,1,2136,0,81.34,67.98,9.15e-06,0.09046,0.969,0.9806,0.008204,0.3425,0,0.01274,1.818,1.559,0.4083,0.5627,-9.373e-05,0
1079,0.6777,0.4777,1,1927,0,81.34,72.56,9.15e-06,0.104,0.9618,0.9775,0.01029,0.3163,0,0.01272,2.019,1.713,0.5019,0.5651,0,0
1080,0.7982,0.5982,1,2204,0,81.34,72.66,9.14e-06,0.06027,0.9753,0.9888,0.005795,0.3842,0,0.01999,1.718,1.564,0.4158,0.5104,0,0
1081,0.8873,0.6875,1,1727,0,81.34,74.59,9.14e-06,0.08916,0.9738,0.9855,0.006592,0.3573,0,0.01765,1.653,1.456,0.3403,0.8129,-0.001142,0
1082,0.7665,0.567,0.9978,2330,0,81.34,72.51,9.14e-06,0.03792,0.9804,0.9945,0.003767,0.3942,0,0.01799,1.48,1.425,0.3408,1.064,0,0
1083,0.8205,0.6205,1,2323,0,81.34,79.45,9.14e-06,0.03828,0.9812,0.9942,0.003249,0.3748,0,0.01754,1.533,1.477,0.3722,1.089,0,0
1084,0.8692,0.6696,0.9978,2073,0,81.34,71.27,9.14e-06,0.04886,0.9812,0.993,0.003389,0.3581,0,0.01804,1.484,1.414,0.3377,0.9852,0,0
1085,0.9411,0.7411,1,1697,0,81.34,58.19,9.14e-06,0.1257,0.9607,0.9715,0.01015,0.3705,0,0.01685,1.981,1.604,0.4249,0.5829,0,0
1086,0.7982,0.5982,1,1359,0,81.34,64.64,9.14e-06,0.1399,0.955,0.9685,0.01169,0.4239,0,0.01392,2.128,1.737,0.5208,1.742,0,0
1087,0.7623,0.5625,1,2432,0,81.34,82.54,9.13e-06,0.1279,0.9588,0.9708,0.01223,0.3822,0,0.01603,2.034,1.652,0.461,0.9053,-0.0009962,0
1088,0.8563,0.6562,1,1725,0,81.34,53.63,9.13e-06,0.06655,0.9761,0.9887,0.005223,0.385,0,0.01407,1.554,1.418,0.3294,0.1096,0,0
1089,0.7888,0.5893,1,1934,0,81.34,83.53,9.13e-06,0.06772,0.9766,0.9913,0.005523,0.401,0,0.01773,1.522,1.4,0.3219,0.4321,-0.002526,0
1090,0.6598,0.4598,1,2154,0,81.34,70.98,9.13e-06,0.04811,0.9814,0.9951,0.003397,0.3858,0,0.01725,1.481,1.412,0.3323,0.7276,0,0
1091,0.633,0.433,1,2229,0,81.34,78.07,9.13e-06,0.05367,0.9805,0.9908,0.003377,0.402,0,0.01676,1.486,1.397,0.3238,0.7177,0,0
1092,0.7446,0.5446,1,2134,0,81.34,58.38,9.13e-06,0.04069,0.9813,0.9952,0.003474,0.3703,0,0.01584,1.444,1.383,0.307,0.7756,0,0
1093,0.7526,0.5536,0.9978,2016,0,81.34,76.09,9.12e-06,0.07758,0.9735,0.9854,0.006508,0.4243,0,0.01665,1.599,1.399,0.3077,0.5333,-0.002805,0
1094,0.7621,0.5625,0.9978,2241,0,81.34,67.63,9.12e-06,0.1132,0.9617,0.975,0.01001,0.3776,0,0.01526,2.006,1.638,0.4491,0.5482,0,0
1095,0.7662,0.567,0.9978,2300,0,81.34,70.4,9.12e-06,0.1068,0.9662,0.9765,0.008856,0.4439,0,0.0191,1.931,1.59,0.4278,0.7687,-0.001345,0
1096,0.7893,0.5893,1,1804,0,81.34,61.74,9.12e-06,0.1184,0.961,0.9746,0.0106,0.4134,0,0.01656,1.952,1.585,0.4237,0.5928,0,0
1097,0.637,0.4375,1,2125,0,81.34,79.03,9.12e-06,0.07371,0.9735,0.986,0.005614,0.4152,0,0.0179,1.74,1.538,0.3971,0.9499,-0.002592,0
1098,0.7089,0.5089,1,1836,0,81.34,62.06,9.12e-06,0.04224,0.9838,0.9951,0.002717,0.4315,0,0.01566,1.394,1.337,0.2652,1.088,-0.0001243,0
1099,0.82,0.6205,0.9978,2095,0,81.34,78.8,9.11e-06,0.06925,0.9752,0.9874,0.005675,0.4401,0,0.01704,1.693,1.521,0.3824,1.123,-0.0003313,0
1100,0.7844,0.5848,0.9978,2176,0,81.34,82.47,9.11e-06,0.04859,0.9781,0.9925,0.004246,0.4421,0,0.01671,1.596,1.505,0.371,1.12,0,0
1101,0.7357,0.5357,1,2433,0,81.34,81.95,9.11e-06,0.04237,0.9785,0.9921,0.004258,0.3979,0,0.01915,1.494,1.427,0.3333,1.124,0,0
1102,0.713,0.5134,1,2359,0,81.34,82.61,9.11e-06,0.03636,0.9824,0.9958,0.002884,0.4274,0,0.01977,1.495,1.44,0.3271,1.164,-0.001927,0
1103,0.7402,0.5402,1,1761,0,81.34,76.64,9.11e-06,0.05355,0.9789,0.9913,0.003944,0.3855,0,0.01958,1.489,1.405,0.3166,1.117,0,0
1104,0.64,0.4464,0.9955,2475,0.004464,81.34,96.73,9.11e-06,0.03321,0.9836,0.9967,0.002593,0.4043,0,0.01807,1.438,1.39,0.307,1.11,-0.02763,0
1105,0.7934,0.5938,1,2608,0,81.34,86.32,9.11e-06,0.03257,0.9841,0.9959,0.002706,0.4247,0,0.01816,1.435,1.386,0.3084,1.073,-0.001635,0
1106,0.8333,0.6339,0.9978,2832,0,81.34,78.73,9.1e-06,0.0269,0.9851,0.9969,0.00232,0.428,0,0.02117,1.409,1.372,0.3001,0.9668,-0.001155,0
1107,0.8247,0.625,1,3066,0,81.34,96.35,9.1e-06,0.02315,0.9864,0.9981,0.001768,0.4022,0,0.02685,1.479,1.445,0.3461,0.9829,-0.00143,0
1108,0.8558,0.6562,1,2838,0,81.34,92.07,9.1e-06,0.02514,0.9858,0.9975,0.002102,0.4273,0,0.02316,1.4,1.365,0.2926,0.957,-0.002298,0
1109,0.8826,0.683,1,2879,0,81.34,92.08,9.1e-06,0.03602,0.9843,0.9967,0.0025,0.4016,0,0.02042,1.425,1.373,0.2995,0.8185,-0.002404,0
1110,0.9139,0.7143,1,2878,0,58.96,101.2,9.1e-06,0.04306,0.9829,0.9952,0.00319,0.4281,0,0.01936,1.406,1.346,0.2825,0.8684,-0.00182,0
1111,0.7307,0.5313,1,2334,0,58.96,82.61,9.1e-06,0.04828,0.9769,0.9926,0.004629,0.4397,0,0.01934,1.576,1.491,0.3748,0.8751,-0.002537,0
1112,0.9444,0.7455,1,2187,0,58.96,100.1,9.09e-06,0.07433,0.9738,0.9851,0.006693,0.3436,0,0.02519,1.626,1.415,0.3132,0.4553,-0.005463,0
1113,0.9722,0.7723,1,2110,0,58.96,65.16,9.09e-06,0.07159,0.9741,0.9853,0.006229,0.3173,0,0.01817,1.556,1.386,0.3017,0.3544,-0.0005515,0
1114,0.9677,0.7679,1,1772,0,58.96,114.6,9.09e-06,0.08093,0.9716,0.9826,0.006973,0.1969,0.4286,0.01323,1.573,1.397,0.3135,0.6107,-0.0007411,0
1115,0.8057,0.6071,1,2344,0,58.96,86.07,9.09e-06,0.05352,0.9805,0.9914,0.003621,0.3781,0,0.01985,1.417,1.342,0.2836,0.8513,-0.007294,0
1116,0.82,0.6205,1,2255,0,58.96,102.2,9.09e-06,0.05026,0.9786,0.9932,0.003823,0.3568,0,0.01992,1.572,1.495,0.3807,0.73,-0.002847,0
1117,0.8534,0.6562,1,2738,0,67.52,93.46,9.09e-06,0.03159,0.9844,0.9957,0.002487,0.351,0,0.0228,1.439,1.395,0.3203,0.7393,-0.01421,0
1118,0.7843,0.5848,1,1957,0,67.52,73.45,9.09e-06,0.1886,0.9423,0.9547,0.01704,0.384,0,0.01704,2.452,1.841,0.5725,0.6512,-0.002463,0
1119,0.7308,0.5312,1,2319,0,67.52,79.63,9.08e-06,0.07549,0.9704,0.9863,0.006616,0.3326,0,0.0155,1.757,1.571,0.4216,1.107,-0.002356,0
1120,0.771,0.5714,1,2519,0,67.52,77.77,9.08e-06,0.02654,0.9846,0.9972,0.002432,0.3831,0,0.01699,1.394,1.358,0.2935,0.6489,-0.00208,0
1121,0.7915,0.5938,0.9978,2686,0,67.52,72.97,9.08e-06,0.02869,0.9842,0.997,0.002573,0.4284,0,0.02195,1.423,1.383,0.3035,0.8092,-0.008811,0
1122,0.8673,0.6696,0.9955,2713,0.004464,67.53,64.1,9.08e-06,0.07496,0.9718,0.9856,0.006124,0.4077,0,0.01896,1.722,1.562,0.422,0.9799,-0.007224,0
1123,0.7966,0.5982,1,2767,0,83.96,103.1,9.08e-06,0.02886,0.9846,0.9968,0.002966,0.4176,0,0.0192,1.319,1.282,0.2373,0.6857,-0.008129,0
1124,0.6893,0.4911,1,2420,0,83.96,52.63,9.08e-06,0.03303,0.9843,0.9958,0.002977,0.441,0,0.02007,1.324,1.282,0.2374,0.7057,-0.009057,0
1125,0.8111,0.6116,1,1997,0,83.96,59.71,9.07e-06,0.07912,0.974,0.9857,0.006102,0.4104,0,0.01932,1.555,1.376,0.2933,0.7764,-0.002457,0
1126,0.8644,0.6652,1,2644,0,83.96,100.1,9.07e-06,0.0731,0.9761,0.9871,0.00539,0.4144,0,0.01967,1.56,1.4,0.3218,0.8943,-0.003767,0
1127,0.8503,0.6518,1,2457,0,83.96,88.3,9.07e-06,0.07717,0.9726,0.9853,0.006685,0.3591,0,0.02194,1.59,1.411,0.3159,0.6305,-0.007335,0
1128,1.012,0.8125,1,2538,0,83.96,82.25,9.07e-06,0.07267,0.974,0.9887,0.00652,0.3481,0,0.02338,1.57,1.401,0.3058,0.552,-0.0048,0
1129,0.9433,0.7455,1,2349,0,83.96,77.8,9.07e-06,0.06326,0.9757,0.9911,0.005512,0.4043,0,0.02094,1.545,1.411,0.316,0.5968,-0.01114,0
1130,0.9314,0.7321,1,2457,0,83.96,79.97,9.07e-06,0.06197,0.9768,0.991,0.00531,0.3808,0,0.02065,1.554,1.415,0.3133,0.6265,-0.00373,0
1131,0.7621,0.5625,1,3289,0,83.96,109.6,9.06e-06,0.02384,0.9837,0.9967,0.002556,0.3871,0,0.02051,1.443,1.406,0.3235,0.7607,-0.001997,0
1132,0.6816,0.4821,0.9978,2576,0,83.96,61.69,9.06e-06,0.04367,0.9784,0.9941,0.004111,0.3561,0,0.03401,1.601,1.521,0.3872,0.7831,-0.0004839,0
1133,0.725,0.5268,1,2252,0,83.96,90.99,9.06e-06,0.07978,0.9728,0.985,0.006544,0.3795,0,0.01878,1.702,1.503,0.3669,0.9313,-0.009109,0
1134,0.784,0.5848,0.9978,2585,0,83.96,86.3,9.06e-06,0.03274,0.982,0.9962,0.003051,0.3491,0,0.02125,1.511,1.462,0.3554,0.7674,-0.001818,0
1135,0.6554,0.4554,1,1794,0,83.96,63.3,9.06e-06,0.2062,0.9404,0.9532,0.0178,0.4257,0,0.01466,2.297,1.691,0.4877,1.196,-1.09e-05,0
1136,0.6595,0.4598,1,2121,0,83.96,107.3,9.06e-06,0.1996,0.9406,0.9528,0.01778,0.3977,0,0.0186,2.364,1.732,0.5197,1.678,-0.001397,0
1137,0.8709,0.6741,0.9933,2574,0.004464,83.96,124.3,9.05e-06,0.08058,0.9711,0.984,0.00702,0.3685,0,0.0233,1.663,1.443,0.3414,1.115,-0.009423,0
1138,0.9138,0.7188,0.9955,2496,0.004464,83.96,100.6,9.05e-06,0.07082,0.9777,0.9889,0.005441,0.3467,0,0.02176,1.403,1.292,0.2502,0.4324,-0.02024,0
1139,0.8848,0.6875,1,3176,0,83.96,95.93,9.05e-06,0.02673,0.9872,0.9968,0.001967,0.4123,0,0.02464,1.323,1.29,0.2457,0.4968,-0.01331,0
1140,0.7725,0.5759,0.9933,3280,0.004464,83.96,86.89,9.05e-06,0.04148,0.9805,0.9922,0.003725,0.3861,0,0.04284,1.456,1.395,0.3257,0.5276,-0.01035,0
1141,0.4949,0.2991,0.9911,2915,0.004464,83.96,91.8,9.05e-06,0.05743,0.9778,0.9917,0.004633,0.3414,0,0.02048,1.577,1.463,0.3663,0.6672,-0.01215,0
1142,0.4752,0.2768,1,2961,0,83.96,84.32,9.05e-06,0.05295,0.9758,0.9892,0.005316,0.3253,0,0.01841,1.561,1.479,0.3769,0.5953,-0.008139,0
1143,0.612,0.4152,0.9955,3336,0.004464,83.96,98.96,9.05e-06,0.02402,0.9837,0.997,0.002659,0.3708,0,0.02421,1.486,1.451,0.3545,0.5791,-0.01155,0
1144,0.778,0.5804,1,3215,0,83.96,115,9.04e-06,0.03517,0.9788,0.9938,0.003748,0.4231,0,0.02041,1.63,1.566,0.4274,0.733,-0.01201,0
1145,0.6717,0.4732,0.9955,2556,0,83.96,82.12,9.04e-06,0.0326,0.9808,0.9963,0.00356,0.3737,0,0.02093,1.504,1.455,0.3505,0.8637,-0.002967,0
1146,0.6502,0.4509,1,2925,0,83.96,117.5,9.04e-06,0.02429,0.9831,0.9971,0.002852,0.3805,0,0.02292,1.474,1.439,0.347,0.886,-0.003435,0
1147,0.8329,0.6339,1,2464,0,83.96,88.56,9.04e-06,0.1144,0.9635,0.9774,0.01001,0.4394,0,0.02034,1.827,1.549,0.4032,0.6033,-0.005105,0
1148,0.7119,0.5134,0.9978,2623,0,83.96,87.88,9.04e-06,0.1042,0.9644,0.9759,0.009376,0.3675,0,0.0206,1.907,1.592,0.4235,0.6432,-0.005031,0
1149,0.7924,0.5938,1,3089,0,83.96,87.39,9.04e-06,0.02969,0.9841,0.9966,0.002636,0.4505,0,0.02269,1.447,1.404,0.3174,0.6037,-0.006997,0
1150,0.927,0.7277,1,2948,0,83.96,86.72,9.03e-06,0.04174,0.9806,0.9942,0.00327,0.3986,0,0.02044,1.522,1.457,0.3509,0.6443,-0.003398,0
1151,0.9633,0.7634,1,1904,0,83.96,74.78,9.03e-06,0.1146,0.9654,0.9767,0.008788,0.3887,0,0.02063,1.731,1.467,0.3576,0.623,-0.0003771,0
1152,0.6947,0.4955,1,1913,0,83.96,67.69,9.03e-06,0.2227,0.9374,0.9448,0.01874,0.3489,0,0.01707,2.444,1.729,0.5115,0.6325,-0.003987,0
1153,0.7977,0.5982,1,2542,0,83.96,91.82,9.03e-06,0.09092,0.9663,0.9794,0.008995,0.3944,0,0.01895,1.744,1.5,0.3717,0.6875,-0.002681,0
1154,0.7179,0.5179,1,2435,0,83.96,75.64,9.03e-06,0.09656,0.9631,0.9777,0.009627,0.3814,0,0.01732,1.81,1.554,0.414,0.5417,0,0
1155,0.7134,0.5134,1,2549,0,83.96,81.73,9.03e-06,0.03457,0.9764,0.9949,0.004325,0.4116,0,0.02046,1.595,1.54,0.4104,1.048,0,0
1156,0.8205,0.6205,1,2668,0,83.96,76.66,9.02e-06,0.04969,0.9736,0.9902,0.005433,0.3947,0,0.02074,1.565,1.487,0.3863,1.091,0,0
1157,0.8648,0.6652,1,2889,0,83.96,91.71,9.02e-06,0.06901,0.9674,0.9836,0.007005,0.386,0,0.02177,1.726,1.569,0.441,1.088,-0.001829,0
1158,0.7804,0.5804,1,2632,0,83.96,84.14,9.02e-06,0.05204,0.9703,0.9895,0.006615,0.4452,0,0.02221,1.616,1.532,0.4181,1.11,0,0
1159,0.8652,0.6652,1,2134,0,83.96,66.32,9.02e-06,0.05873,0.97,0.9897,0.006154,0.3815,0,0.02258,1.674,1.569,0.4393,0.6639,0,0
1160,0.9723,0.7723,1,1669,0,83.96,86.49,9.02e-06,0.1686,0.9451,0.9572,0.01589,0.3573,0,0.01248,2.071,1.608,0.4596,0.3949,0,0
1161,0.9679,0.7679,1,1943,0,83.96,61.14,9.02e-06,0.09539,0.9615,0.9764,0.009969,0.3952,0,0.02095,1.728,1.514,0.4114,0.9023,0,0
1162,0.6464,0.4464,1,2065,0,83.96,72.98,9.01e-06,0.09456,0.9613,0.9775,0.009938,0.3988,0,0.01991,1.684,1.505,0.4224,0.8196,0,0
1163,0.6909,0.4911,1,2019,0,83.96,71.98,9.01e-06,0.09927,0.9621,0.9757,0.01031,0.398,0,0.01752,1.652,1.46,0.3935,0.81,-0.0006605,0
1164,0.642,0.442,1,2058,0,83.96,77.11,9.01e-06,0.06047,0.9693,0.9887,0.007886,0.4202,0,0.01758,1.537,1.438,0.3661,0.8289,0,0
1165,0.5344,0.3348,1,2546,0,83.96,77.34,9.01e-06,0.04071,0.974,0.9923,0.006234,0.399,0,0.01809,1.471,1.412,0.3441,0.8319,-0.001925,0
1166,0.9272,0.7277,0.9978,2061,0,83.96,68.52,9.01e-06,0.08001,0.9618,0.9816,0.01018,0.3956,0,0.02131,1.749,1.565,0.4494,0.9384,0,0
1167,0.8427,0.6429,1,1992,0,83.96,69.02,9.01e-06,0.1048,0.9572,0.9754,0.01199,0.3959,0,0.02246,1.855,1.584,0.4596,0.731,-0.0008283,0
1168,0.6911,0.4911,1,2245,0,83.96,82.37,9e-06,0.1026,0.9555,0.9765,0.01231,0.4414,0,0.01904,1.99,1.713,0.5338,0.9458,0,0
1169,0.815,0.6161,0.9955,2117,0,83.96,75,9e-06,0.06929,0.9644,0.9838,0.008828,0.414,0,0.01766,1.8,1.636,0.4977,1.105,-0.0009417,0
1170,0.7804,0.5804,1,1934,0,83.96,64.83,9e-06,0.06034,0.9684,0.9862,0.00821,0.4059,0,0.01969,1.647,1.524,0.4238,1.246,0,0
1171,0.7804,0.5804,1,2139,0,83.96,68.34,9e-06,0.03866,0.9772,0.9937,0.004914,0.4153,0,0.01739,1.529,1.473,0.3848,1.272,0,0
1172,0.8424,0.6429,0.9978,2336,0,83.96,78.23,9e-06,0.03372,0.9769,0.9928,0.004647,0.3726,0,0.02144,1.553,1.498,0.4005,1.331,0,0
1173,0.8652,0.6652,1,1896,0,83.96,67.06,9e-06,0.04075,0.973,0.9917,0.006524,0.3755,0,0.01861,1.533,1.469,0.386,1.28,0,0
1174,0.7664,0.567,0.9978,2307,0,83.96,72.27,8.99e-06,0.05179,0.9679,0.9865,0.008161,0.4264,0,0.02263,1.593,1.511,0.4323,1.122,-0.0004076,0
1175,0.8027,0.6027,1,1801,0,83.96,60.49,8.99e-06,0.05549,0.9702,0.9879,0.007355,0.3937,0,0.01992,1.554,1.466,0.3905,1.296,0,0
1176,0.7804,0.5804,1,1962,0,83.96,67.19,8.99e-06,0.06525,0.9637,0.9824,0.009263,0.4208,0,0.02491,1.664,1.555,0.4606,1.357,0,0
1177,0.767,0.567,1,2153,0,83.96,78.93,8.99e-06,0.04709,0.9711,0.989,0.007143,0.4676,0,0.02054,1.544,1.471,0.4014,1.252,0,0
1178,0.825,0.625,1,2252,0,83.96,61.44,8.99e-06,0.05093,0.9686,0.9878,0.007628,0.4542,0,0.01984,1.562,1.484,0.413,1.124,0,0
1179,0.7313,0.5312,1,2461,0,83.96,89.21,8.99e-06,0.03797,0.9728,0.9926,0.006151,0.4443,0,0.02481,1.56,1.502,0.4049,1.161,0,0
1180,0.7714,0.5714,1,2097,0,83.96,54.91,8.98e-06,0.04769,0.968,0.9883,0.007602,0.4245,0,0.01665,1.676,1.599,0.4773,1.048,0,0
1181,0.8696,0.6696,1,2123,0,83.96,57.06,8.98e-06,0.05318,0.9648,0.9855,0.009272,0.4307,0,0.0212,1.607,1.522,0.4469,1.023,0,0
1182,0.9009,0.7009,1,2000,0,83.96,59.74,8.98e-06,0.05907,0.9671,0.986,0.008542,0.3791,0,0.01972,1.543,1.451,0.3836,0.9612,0,0
1183,0.7313,0.5312,1,2044,0,83.96,59.61,8.98e-06,0.0549,0.9661,0.9866,0.008422,0.4014,0,0.02162,1.587,1.499,0.4097,1.02,0,0
1184,0.6018,0.4018,1,1788,0,83.96,71.02,8.98e-06,0.07994,0.964,0.9809,0.009181,0.3757,0,0.02144,1.634,1.493,0.4088,1.014,0,0
1185,0.5884,0.3884,1,1716,0,83.96,74.8,8.98e-06,0.08746,0.967,0.9838,0.008036,0.3301,0,0.01767,1.577,1.441,0.3626,0.8651,0,0
1186,0.829,0.6295,0.9978,1735,0,83.96,58.47,8.97e-06,0.1265,0.9547,0.9707,0.01289,0.3524,0,0.02204,1.818,1.525,0.408,0.755,0,0
1187,0.6152,0.4152,1,1657,0,83.96,77.41,8.97e-06,0.107,0.9561,0.9737,0.01202,0.4176,0,0.02037,1.73,1.504,0.4093,0.7592,0,0
1188,0.6777,0.4777,1,1538,0,83.96,65.68,8.97e-06,0.1169,0.9598,0.9721,0.01148,0.3634,0,0.01708,1.712,1.435,0.3555,0.6605,0,0
1189,0.8563,0.6562,1,1855,0,83.96,74.09,8.97e-06,0.1145,0.9576,0.9724,0.01253,0.3993,0,0.02688,1.766,1.484,0.3916,0.6438,0,0
1190,0.7179,0.5179,1,1805,0,83.96,65.59,8.97e-06,0.1133,0.9587,0.9728,0.01216,0.4109,0,0.02097,1.791,1.51,0.4102,0.6234,0,0
1191,0.6018,0.4018,1,1963,0,83.96,65.03,8.97e-06,0.1312,0.9546,0.9661,0.01123,0.4671,0,0.02315,1.942,1.651,0.5083,0.7976,0,0
1192,0.9366,0.7366,1,1783,0,55.49,61.94,8.96e-06,0.05474,0.973,0.9899,0.006927,0.3526,0,0.03558,1.413,1.339,0.2863,0.9415,0,0
1193,0.7446,0.5446,1,2153,0,55.49,56.34,8.96e-06,0.05328,0.9672,0.9887,0.008437,0.4136,0,0.02302,1.491,1.414,0.3382,0.8488,0,0
1194,0.8518,0.6518,1,1769,0,55.49,87.24,8.96e-06,0.06264,0.9664,0.9855,0.008475,0.3889,0,0.02371,1.525,1.431,0.3567,0.6206,0,0
1195,0.9545,0.7545,1,1563,0,61.7,96.6,8.96e-06,0.1166,0.9559,0.9694,0.01274,0.2134,0.4286,0.03002,1.643,1.41,0.3544,0.7752,0,0
1196,0.7841,0.5848,1,2183,0,82.69,82.22,8.96e-06,0.1252,0.9499,0.9661,0.01449,0.3771,0,0.02007,1.857,1.543,0.4338,0.9016,-0.003845,0
1197,0.874,0.6741,1,2089,0,82.69,81.64,8.96e-06,0.06546,0.9632,0.9835,0.009906,0.3247,0,0.02039,1.568,1.467,0.398,0.8715,-0.0006496,0
1198,0.8602,0.6607,0.9978,1594,0,82.69,71.63,8.95e-06,0.1655,0.9376,0.9544,0.01852,0.3408,0,0.07375,2.118,1.7,0.5482,1.384,-0.0005101,0
1199,0.892,0.692,1,1573,0,82.69,75.62,8.95e-06,0.1135,0.9511,0.9716,0.01407,0.3376,0,0.01973,1.939,1.656,0.4877,1.278,0,0
1200,0.833,0.6339,0.9955,1742,0,82.69,68.45,8.95e-06,0.09499,0.9536,0.9742,0.01308,0.3605,0,0.02062,1.763,1.56,0.4548,1.241,0,0
1201,0.7402,0.5402,1,1612,0,82.69,50.01,8.95e-06,0.06565,0.9671,0.9846,0.008464,0.3917,0,0.02092,1.475,1.38,0.3308,0.937,0,0
1202,0.6866,0.4866,1,1897,0,82.69,48.14,8.95e-06,0.08741,0.9562,0.9761,0.01248,0.4538,0,0.0199,1.7,1.517,0.4261,0.9564,0,0
1203,0.6598,0.4598,1,1745,0,82.69,48.06,8.95e-06,0.07142,0.9628,0.9816,0.01052,0.4418,0,0.02694,1.539,1.434,0.3764,1.09,0,0
1204,0.6821,0.4821,1,1855,0,82.69,45.07,8.94e-06,0.06608,0.9646,0.982,0.01002,0.4311,0,0.02208,1.485,1.39,0.3461,1.147,0,0
1205,0.6902,0.4911,0.9955,1764,0,82.69,44.75,8.94e-06,0.09487,0.9524,0.9744,0.01455,0.3979,0,0.02995,1.782,1.565,0.4493,0.9602,0,0
1206,0.5973,0.3973,1,1531,0,82.69,40.92,8.94e-06,0.09466,0.9535,0.9742,0.01384,0.4099,0,0.01838,1.775,1.567,0.4527,1.639,0,0
1207,0.7179,0.5179,1,1567,0,82.69,58.31,8.94e-06,0.08183,0.9557,0.9787,0.01242,0.4712,0,0.02527,1.732,1.593,0.4724,1.254,0,0
1208,0.7625,0.5625,1,1656,0,82.69,50.64,8.94e-06,0.1186,0.9438,0.9697,0.01698,0.3786,0,0.02211,1.982,1.7,0.5266,0.8972,0,0
1209,0.9228,0.7232,0.9978,1598,0,82.69,43.5,8.94e-06,0.09006,0.9561,0.9765,0.0128,0.3452,0,0.02575,1.705,1.53,0.4239,0.8339,0,0
1210,0.7179,0.5179,1,1635,0,82.69,49.68,8.93e-06,0.1116,0.947,0.97,0.01648,0.3803,0,0.0209,1.908,1.636,0.4909,1.272,0,0
1211,0.9545,0.7545,1,1516,0,82.69,58.09,8.93e-06,0.09339,0.9504,0.9764,0.01519,0.3992,0,0.01938,1.801,1.611,0.4781,0.8527,0,0
1212,0.6554,0.4554,1,1764,0,82.69,48.57,8.93e-06,0.08827,0.9499,0.9773,0.01484,0.4157,0,0.02399,1.848,1.674,0.5233,1.384,0,0
1213,0.7799,0.5804,0.9978,1708,0,82.69,46.48,8.93e-06,0.08819,0.9479,0.9741,0.01535,0.4308,0,0.02349,1.804,1.648,0.5183,1.144,0,0
1214,0.7268,0.5268,1,1691,0,82.69,48.81,8.93e-06,0.08144,0.9544,0.9767,0.01312,0.3751,0,0.02521,1.732,1.594,0.4782,1.124,0,0
1215,0.6911,0.4911,1,1728,0,82.69,40.05,8.93e-06,0.08593,0.9497,0.9759,0.01462,0.4114,0,0.01739,1.827,1.668,0.5293,1.189,0,0
1216,0.6777,0.4777,1,1765,0,82.69,52.19,8.92e-06,0.103,0.944,0.9702,0.01618,0.4126,0,0.02122,2.012,1.775,0.5924,1.087,0,0
1217,0.7357,0.5357,1,1380,0,82.69,56.33,8.92e-06,0.1369,0.9387,0.9624,0.01833,0.3856,0,0.01959,2.133,1.77,0.5869,1.537,0,0
1218,0.825,0.625,1,979.3,0,82.69,40.36,8.92e-06,0.1466,0.9371,0.964,0.02074,0.3172,0,0.01124,2.151,1.775,0.5653,2.191,0,0
1219,0.6866,0.4866,1,1232,0,82.69,46.14,8.92e-06,0.1454,0.9311,0.9603,0.02163,0.3832,0,0.01666,2.238,1.875,0.6546,1.618,0,0
1220,0.8205,0.6205,1,1752,0,82.69,53.64,8.92e-06,0.07163,0.9577,0.9803,0.01257,0.3616,0,0.0272,1.602,1.488,0.4164,0.7841,0,0
1221,0.8384,0.6384,1,1829,0,82.69,54.41,8.92e-06,0.07978,0.9552,0.9747,0.01316,0.4172,0,0.02337,1.625,1.493,0.4362,0.8057,0,0
1222,0.8696,0.6696,1,1710,0,82.69,50.25,8.91e-06,0.079,0.954,0.9761,0.01322,0.4375,0,0.01959,1.708,1.576,0.4818,0.9541,0,0
1223,0.9362,0.7366,0.9978,1578,0,82.69,43.59,8.91e-06,0.08142,0.9545,0.9771,0.01377,0.3778,0,0.01682,1.605,1.477,0.4276,0.9554,0,0
1224,0.6551,0.4554,1,1357,0,82.69,79.47,8.91e-06,0.1487,0.9339,0.9574,0.02019,0.3584,0,0.01726,2.358,1.955,0.6824,0.9721,-0.001066,0
1225,0.6374,0.4375,1,1347,0,82.69,56.09,8.91e-06,0.1432,0.9341,0.9592,0.01941,0.3414,0,0.01856,2.289,1.935,0.6831,0.8368,-0.000364,0
